name,text,party,gender,speech_id
Lord Foulkes of Cumnock,"I completely agree. I feel so frustrated because for the past three years, I have been trying to persuade the leader of our party to consider a constitutional convention or to discuss the issue even within our party. I agree that we need to come back to that, but I turn to the amendment in the name of my noble friend Lord Wigley. I call him my noble friend because, especially on this Bill, we agree on so much. I am grateful to him for tabling it. Although it applies to Wales, as others have said, it could apply equally to England and Scotland.As others have also said, I am pleased that it is the noble Lord, Lord Bourne, who will reply to the debate, because I have had dealings with him, as he will testify, on a number of occasions both before he was a Minister and since, and he looks at these things carefully, seriously and sympathetically. I expect that he will do the same again today.I will not go through the whole list, but in Scotland we will lose structural funds, scientific grants and the Social Fund, and the Erasmus funding is in doubt. There is the European Investment Bank, which has funded roads, railways, hospitals and many other things. None of this can be continued when we leave—if we leave: the noble Baroness, Lady Humphreys, is absolutely right. I should always use the phrase “if we leave”, because it has not yet been finally decided, we are going through a process. It was the noble Lord, Lord Roberts, who said it, not the noble Baroness, Lady Humphreys. I am getting completely mixed up. As we go through the process, we are seeing more and more problems that will be created by Brexit.I do not know whether any of your Lordships have visited the Falkirk Wheel, now one of the great tourist attractions in Scotland but also one of the great engineering attractions. Again, it was partly funded by the European Union. The Scottish Parliament estimates that more than 40,000 jobs have been created with European funding. As I said, I do not want to list them all—I could go on at length if that were appropriate, but I will not.We have had vague promises that funding will be continued if we leave the European Union. We need, if not today then in the near future, more detail, more specifics. We need to know exactly what kind of funding there will be. Will each of the funds lost be replaced? What will replace the common agricultural policy? What will replace the regional development fund? What will replace the scientific grants? What will replace the Social Fund? It needs to be more specific. It is exactly like the immigration arrangements, which get put off, put off and put off. We have been promised them again and again but they have not been published. We do not even have a White Paper, let alone a Bill.People need to know. If, as I hope, we will have a final say, if the British people will be given a final say, they will need to know whether these funds are to be replaced, how they are to be replaced and whether they will be replaced pound for pound, pound for euro, or whatever is appropriate. I hope the Minister will give such an assurance.It is also ironic, as I said earlier when I was having an exchange with my noble friend, Lord Adonis, that we are wasting a lot of time in this debate.Noble LordsHear, hear.",(Lab),male,68
Lord Foulkes of Cumnock,"Thank you very much. There was a huge measure of support there, principally from the Cross Benches. I do not think I have done anything to offend the Cross Benchers; quite the reverse, I was keeping them amused earlier on.However, this is a serious point. Not only are we taking a lot of time dealing with the Bill, including Wednesday mornings, but we are spending a lot of money. My honourable friend in another place, Stephen Doughty, got an Answer recently that stated that £395 million has been transferred to the Home Office just for dealing with Brexit. Just the process is taking up a lot of money. In fact, we ought to have more Questions and Answers about exactly how much is being taken up by the actual physical process of dealing with this, including civil servants and travel. I understand that Mr David Davis does not like to travel by Eurostar so takes charter flights to Brussels, so the costs are mounting day by day and week by week.My last point is more general. We now know that the leave campaign has been guilty of fraud and continues to be under investigation by the Electoral Commission. We now know that money was transferred illegally from the leave campaign to the BeLeave organisation, and that unfortunately some of my colleagues and former colleagues in the Labour Party were involved in that because one of them, a former MP, was a director of the Leave campaign. I think it is particularly reprehensible that she was involved in that.That brings me back to the point made not by the noble Baroness, Lady Humphreys, but by the noble Lord, Lord Roberts, about if Brexit goes through. People are becoming increasingly disillusioned by the way in which we were duped during the referendum campaign, and that strengthens the case for having a new look—",(Lab),male,69
Lord Cavendish of Furness,The noble Lord will remember from an earlier debate that it seems that Euratom was understood in detail in Yorkshire by not tens or hundreds but thousands of people. I think people were probably not duped.,(Con),male,70
Lord Foulkes of Cumnock,"That is a matter of opinion. More and more research is being done, including recently by an organisation whose exact name I am trying to remember which carried out some work, about which I had an email this morning, showing that people who voted leave did so for a whole variety of reasons, unconnected in some cases to the whole question of the EU. That is one of the problems of referenda generally, as we have discussed before. Still, as we discussed earlier, if the decision was made by the British people, there is a very strong argument that it needs to be undone by the British people. We need to look at that again as the arguments become even stronger.To return to the amendment, I hope we will get some specific promises and details from the Minister. As I said when I started, he has been known for his credibility, sincerity and honesty. I hope we will see that again today.",(Lab),male,71
Lord Thomas of Gresford,"My Lords, I have a specific question for the Minister: do the Government accept the proposition, put forward so clearly by the noble Lord, Lord Wigley, in introducing the amendment, that they are bound by the promises made by the leave campaign? They say, “It is the voice of the people that we are following”. The Government had a number of choices that they could have made, but in fact they have chosen to follow a model that must bring great delight to the most extreme Brexiteers. If they do that, they are bound by those promises, I submit—I accept what the noble Lord, Lord Wigley, said.It is suggested—this is the weak and feeble argument put forward by the leave people these days—that it did not make any difference, and that what they said really had no impact whatever. Before the people spoke and before we heard the voice of the people, the people listened. And what did they listen to? They listened to a universal lie about the National Health Service, that it would receive £350 million a week. The noble Lord, Lord Liddle, has referred to this as “lying”, but I prefer the word “cheating”, which has been used elsewhere in this building this week. The campaign, we now learn, was prepared to send out contradictory messages to targeted people. We do not know what those messages were and we do not know who the people targeted were, but that was cheating. So when the people spoke, they had listened to the lying and cheating propaganda that had been put forward.Let me be more specific about Wales, where specific promises were made. Wales has been the net recipient of £650 million a year from European funds. That is not something to be proud of; it is because Europe recognised the needs of Wales, and gave money in structural funds and agricultural support that addressed those needs. I will not enumerate precisely what they are, because my noble friend Lady Humphreys has already covered that ground quite fully.There is a moral imperative about this Government: if they are going to campaign for the sort of Brexit that the most extreme Brexiteers want, they should fulfil those promises, and make it clear in the report that the amendment calls for. In Wales it was said by leave campaigners, in terms, “You will not lose a penny”; that was said widely, across Wales, in all the campaigning that took place.",(LD),male,72
Lord Cavendish of Furness,"By whom were these promises made? One problem about a referendum, the principle of which so many of us disagree with, is that it is not a case of a Government making promises that they then have to honour. I do not remember being told about not receiving a penny less. Also, I think that the noble Lord might desist from the extraordinary use of the word “extreme” Brexiteer. You cannot be 52% in the European Union; you are either in or out under this absurd and very unpleasant system of a referendum.",(Con),male,73
Lord Thomas of Gresford,"I have the greatest respect for the work that the noble Lord does in Cumbria. Indeed, I feel very much for Cumbria and the north of England for the problems that they have, but they did not have made to them the specific promises that campaigners in Wales made. The Government have picked up the mantle, however you look at it, of the leave campaign. As I have said, they had choices. They could have stayed within the single market and campaigned for the customs union, but have chosen not to. That is why I wholly support the amendment proposed by the noble Lord, Lord Wigley.",(LD),male,74
Lord Griffiths of Burry Port,"My Lords, my noble friend Lord Foulkes described this as a futile Bill. He may be right, but it is the Bill that we are discussing. Similarly, many quite prolix arguments have been made about a number of matters that are of great importance but are not directly a consequence of the amendment before us. If we look at that, we might need to do so in a particularly poignant way.First, I commend the terrier-like activity and concerns of the noble Lord, Lord Wigley, who has worried away at this subject like a dog with a bone over 11 days —it astonishes me that there is still some marrow in the bones, but it has been necessary. Others have talked with regret about the fact that other parts of the United Kingdom have not received the same attention that Wales, Scotland and Northern Ireland have. We can all regret that, but we can see exactly why they have received more attention, because the Bill as drafted dealt with the devolved Governments’ established institutions in a way that many people in authority felt was not fair, or just, or constitutional or whatever. Consequently, we needed to deal with the irregularities that the Bill generated in respect of these institutions, and that is what we have spent quite a lot of time doing.I look at what has happened in Wales since 1997 and recognise the building of confidence in the institutions that now govern the Principality. I see the three different ways in which powers were gradually passed over to the Assembly: first, in a hand-me-down sort of way from this Parliament; secondly, by statutory instrument; and, finally, only very recently, through primary legislation-making powers.I am delighted to see the noble Lord, Lord Bourne, across the Chamber, given the constructive part he played, as the leader of the Conservatives in Wales at that time, in bringing about the referendum and the agreed settlement that gave us the Assembly as it is. Let there be no doubt about it, the Assembly in Wales began in a situation of chaos—with a plain piece of paper on which many potential plans and outlines were scribbled as the various parties for power struggled between themselves to find the right shape.At the minute, I am dealing with the family of the late Lord Richard of Ammanford, because I will be officiating at his funeral. As I look at his life, the interesting thing to note is the part played by the Richard commission, which put before the people of Wales a number of steps, just about all of which have now been incorporated into legislation which I believe will soon come into being and will govern affairs henceforward—a posthumous tribute to him. The important thing was that it commanded the confidence of all parties in Wales. Those who have typified the contribution of the Welsh voice to this debate as being merely a mouthpiece for Labour in Wales are wide of the mark. The widespread support for the institutions is acknowledged—and the part played in that by the noble Lord, Lord Bourne, has to be recognised.Here we are on the 11th day of Committee, but this is not the end of it—for goodness sake, there is a lot of entertainment yet to come. Where else would I get the kind of discussion that we have enjoyed about the Queen’s printer? Was it dot matrix or what? Because Her Majesty likes Tupperware, perhaps she likes old-fashioned ways of printing—I do not know, but it was a very illuminating and enlightening debate. We have had esoteric and philosophical principles adduced, constitutional and political positions established and fought for, and all the rest of it. At the end of the day, is it not wonderful that, with all these things in the ether—all this magnificence of idea and thought—it is money that constitutes the core of the amendment before us? We heard reference earlier in the debate to the practical arrangements that we need to face—well nothing is more practical than money.Wales can legitimately point to the difference between the kind of economic activity that it was able to enjoy and take forward while administered, as it were, from Westminster and the kind of support that it has received subsequently because of membership of the European Union. We should hear from our debate the plea to distinguish between the infelicities of a Barnett formula which applied crudely to Wales and what will happen if it is applied crudely to Wales after we come out of Europe—if we come out of Europe. It will lead once again to a cap-in-hand approach from Wales to its financial masters here in London.“Needs based” has been a tectonic plate, it has been a quantum leap to go from the Barnett formula to that. The needs of some of the run-down and rural areas in Wales are very desperate indeed. So I hope that we have heard, through all that has been said, the need for us to look again at the principle of how to financially support this institution.The word “consent” was used earlier and was disputed greatly. Consenting adults is a concept that I am very familiar with. I would have hoped that instead of consent being interpreted, as it has been, as requiring a level of support that cannot be given for legal and other reasons, we would remember that consent between consenting adults is reciprocal. I do not want to think that the devolved Governments are holding a gun—a veto power—to the head of the United Kingdom Government. But Wales feels that, in the way the Bill is drafted, that is exactly what the United Kingdom Government are doing to Wales: holding a potential veto to its plans, which in certain circumstances they might use.It all drives us back to that one word which the noble Baroness, Lady Bowles of Berkhamsted, mentioned this morning: trust. There has to be trust. How we rejoiced at the possibility that framework arrangements—the list of 24 has been referred to in previous debates—might be written into a schedule to the Bill, as amended, so as to give confidence to the people in Wales that there is a shape going forward. Some sort of consent to that list could indicate all that is necessary for us moving together as partners. The Government in Wales do not need to be treated in an infantile manner in these matters. Trust is possible, and in my opinion it is necessary.We can read for ourselves all the details in Hansard, but this amendment has put out the case. Once we are through this process and into the legal situation that we will arrive at, on the shores of Canaan, having have crossed the river Jordan—A noble LordOh!",(Lab),male,75
Lord Griffiths of Burry Port,"I was hoping that that was an intervention—I am better prepared for interventions than I was last time.I simply hope that, when all is said and done, the fact that this is about money—even if the guarantees and figures cannot be given in a debate such as this—will indicate the desperate need felt in Wales for some support and encouragement. There must be a promissory note for adequate support that will be met once we are no longer in Europe for the activities that up to now Europe has helped us with so generously.The Parliamentary Under-Secretary of State, Ministry of Housing, Communities and Local Government and Wales Office (Lord Bourne of Aberystwyth) (Con)My Lords, I thank the noble Lord, Lord Wigley, for tabling these amendments and all who have participated in what has been a free-wheeling, free-ranging debate covering an awful lot of important areas, some which I perhaps in all fairness could not have anticipated when I read the amendments.The noble Lord, Lord Griffiths of Burry Port, is absolutely right that in debating something geared specifically to Wales we should recognise the enormous contributions made by Lord Richard and Lord Crickhowell, both of whom sadly died recently. Sometimes in similar ways but in differing ways in other respects, both made enormous contributions in Wales and to devolution. Lord Richard is certainly massively missed. He made an outstanding contribution on the Richard commission in relation to devolution but in so many other ways in public life as well.I will first turn to the amendments and then try to do justice to the many wide-ranging points made during the debate. The noble Lord, Lord Wigley, was described as “terrier-like” and as getting the last bit of marrow out of the bone. As someone who has often broken bread with him, I thought that conjured up an extraordinary vision of him. For many years, he has certainly fought hard for many issues in public life, not least for Welsh principles and rights, both here, in the Commons and in the National Assembly for Wales. I think that is acknowledged across the political divide and by people with no politics at all. He continues to make an extraordinary contribution.The amendments would require the United Kingdom Government to produce a report outlining how EU funding provided to Wales will be replaced once we leave the EU. They would mean that the entire Bill could not be brought into force pending the publication of such a report.While I understand the desire for as much clarity as possible—I shall say something about cohesion funding shortly—I do not consider such a step necessary in view of the considerable funding assurances the Government have already made to all parts of the United Kingdom. I recognise that there is an issue here that goes broader than Wales. There are certainly issues relating to Cumbria, as has been mentioned during the debate, Cornwall, Merseyside, Scotland and so on—this affects many parts of the United Kingdom, although the amendments are for understandable reasons addressed to the needs of Wales, which I can strongly identify with.The agreed implementation period to the end of 2020 will see the UK participate in 2014 to 2020 EU funding programmes until their closure. In the case of some of those projects, that will mean the end of 2023. It will not be beyond 2023, but it could mean funding for those programmes that remain open during that funding programme until the end of 2023. The projects would receive their full allocation of EU funding during that period—that is an agreed position as things stand.This approach ensures that projects are not disrupted and no community misses out. The noble Baroness, Lady Humphreys, was there at the start of the Assembly as were the noble Lord, Lord Wigley and I, and saw the benefit of such funding—I fully recognise many of the examples that she gave. In the area that I represented in west Wales, there were massive benefits. No community would miss out. British businesses and potential investors have certainty and stability up to the end of projects running to 2023.In the longer term, the Government have further committed to maintain cash farm funding until the end of this Parliament, taking us beyond 2020, which provides the sector with more certainty than in any other part of the EU as things stand. The Government will also create a UK shared prosperity fund to reduce inequalities between communities across the United Kingdom and deliver sustainable, inclusive growth. The Government intend to consult on the design of this United Kingdom-wide fund during 2018. That will of course, quite rightly, mean engagement with the Welsh Assembly through the Welsh Government and, similarly, the Scottish Parliament through the Scottish Government and with others who would expect to be consulted in that process.",(Lab),male,76
Lord Liddle,"Can the Minister tell us anything about the timing of consultation papers on the shared prosperity fund? When are they likely to appear? Particularly in relation to the debate on Brexit, are we likely to see what is proposed before the final decisions that we have to make at the end of this year?",(Lab),male,77
Lord Bourne of Aberystwyth,"The noble Lord makes a fair point. I do not know the specific answer, but I will cover it in a letter to all Peers who have participated in the debate on these amendments, and place a copy in the Library.",(Con),male,78
Lord Thomas of Gresford,Perhaps the Minister can answer this question. Is the UK prosperity fund—which I think was in the last Conservative manifesto—intended to be administered or distributed on the basis of need or a population count?,(LD),male,79
Lord Bourne of Aberystwyth,"My Lords, it certainly was in our last manifesto. As I have just indicated, it talks about reducing inequalities, so the noble Lord has that comfort. Again, I will ensure that any points not dealt with in my answers will be covered in a letter to all Peers who have participated on these amendments, a copy of which will be placed in the Library.The noble Lord, Lord Wigley, made some points about cohesion funding, which dates back to 2000. I remember when the noble Lord was leader of the opposition in the Assembly and I was leader of the Welsh Conservatives—I later became leader of the opposition. I too went out to Europe and fought for this with Michel Barnier. I also remember the struggles that we had with the Treasury; that was accurately reflected. I agree with the noble Lord, Lord Thomas, on this point, which the noble Lord, Lord Wigley, made in the Assembly on many occasions. Such funding was not a badge of pride: it was coming to Wales because of the poverty that was experienced in west Wales and the valleys. It was not limited to Wales: Cornwall, Merseyside and so on were also involved. This was something that we did not really want to qualify for. There will be another round of funding from 2021 to 2027 and I will look at how that pans out. It is not guaranteed, even in European terms, that Wales will qualify. We were somewhat surprised in the last round of funding—it was very marginal—that Wales just managed to qualify. In one sense we were pleased, because to just qualify rather than just miss was welcome. We have to remember that there is no automatic right to it. It is based on 75% of average prosperity throughout the European Union.There were some free-ranging points made about the referendum campaign—I remember the campaign in Wales as a campaigner for remain—but I will focus on the parts of the debate that were more central to the amendment and the legislation. First, however, I will touch on some of the funding that is coming to Wales. As a Welsh Office Minister, I know that we are participating very much in mid-Wales growth deals, north Wales growth deals and city deals. Stuff is going on which is helping projects in Wales now and engaging with the NFU, the FUW, the CLA and so on. Many things are happening in Wales that I am sure noble Lords across the Chamber would be pleased about.Points were made about the Barnett formula. Lord Richard would have had much to say on this and we come back to it on many occasions. However, the issue exists independently of Europe and it is not made better or worse by our position in Europe. It does need addressing. In fairness, as part of the coalition in the previous Parliament, we ensured that the formula was ameliorated by the application of the Barnett floor, which benefited Wales. That said, I recognise the points about the historic position of Wales, unlike Scotland which benefits from the Barnett formula. I will leave that for another day, if I may.The noble Baroness, Lady Humphreys, was there at the start and very much engaged with ensuring that we got the benefits of Objective 1 into Wales. In parenthesis, the giving of taxation powers to Wales, which was part of the coalition Government and the Silk commission and is now in process, should help to incentivise growth in Wales and is part of the added powers that have been given to the National Assembly for Wales. We should not fail to recognise that a lot of these issues are things that the National Assembly now can, and I have no doubt will, ameliorate.The noble Lord, Lord Roberts, made a valid point about Welsh agriculture being much dependent on agricultural funding. I hope he takes comfort about what I have said about the agricultural budget up to the end of the Parliament. He is right that we have to focus on it. In fairness, it is not just a Welsh issue but, as he rightly recognises, it is central to a lot of Welsh life and many areas and close to the hearts of people in Wales.The noble Lord, Lord Liddle mentioned the Cumbrian situation and touched on federal issues. I can promise that just as I would take a call from Sadiq Khan, I would take a call from the noble Lord. If he wants to ring on any issues, I would be very keen to do that. I think Wigton is extremely important.The noble Lord, Lord Adonis, referred appositely and correctly to the weak voice of England in our structures. I think that the noble Lord, Lord Foulkes, by inference touched on the incomplete part of the jigsaw in that we do not have regional voices for England, or not in the same way that exist in Scotland, Northern Ireland and Wales.I perhaps take issue with the noble Lord, Lord Adonis, about the unknown mayor of Birmingham. I think that would be a surprise to many people. Many people know that it is Andy Street, just as we all know Andy Burnham. I do not think it would be quite right to refer to them as colonial governors, either.",(Con),male,80
Lord Adonis,"My Lords, I was referring to the then Leader of Birmingham City Council who is now also a Member of your Lordships’ House.",(Lab),male,81
Lord Bourne of Aberystwyth,"And a very able one. I take that qualification and thank the noble Lord for it.It is also worth saying that there were attempts to extend regional government to England. I am sure we all remember the referendum in the north-east, which was pretty decisive. I accept that there are issues to address there. This Government have done more for city mayors than has been done for a long time in terms of devolved power and not just in the big cities of the UK. We have looked at other areas—Cambridgeshire, for example. However, there is incomplete work—including in Yorkshire, it is fair to say.I agree with the noble Lord, Lord Foulkes, that the Falkirk Wheel is well worth visiting. I also agreed with him on other issues that he mentioned in relation to the unaddressed issues about government in our country—some points well made.I thank the noble Lord, Lord Thomas of Gresford, for his contribution and agree that we fought for money for Wales. It was not a matter of pride, it was a matter of getting money that was needed. I agree that in many ways the money is still needed because of the relative poverty in Wales—sometimes a poverty that is not obvious. The grinding poverty that exists in the Valleys is obvious, but the poverty in the rural communities of north-west and south-west Wales is not necessarily as obvious.I thank the noble Lord, Lord Griffiths of Burry Port, for his contribution and for re-focusing us on some of the issues that matter. He referred to the history of some of the devolution process in Wales—the 1997 referendum, the 2011 referendum and much work that was done in-between. He is right that there is a money issue. I do not think it is just a money issue; it is also an attitude issue that has existed prior to this Government and probably the previous Government. In short, I think it is ameliorated. There is an attitude of: “Let’s not forget Wales, let’s not forget Scotland”. It has become lot better; it is plugged in. That is not to say that we are there yet. It is not just a money issue, though money is important too.The noble Lord mentioned the Barnett formula. A lot of good work has been done in the past by Gerry Holtham and the Holtham commission, but there are issues which remain to be addressed—that is no doubt true. He went on to talk about the consenting process, and I take it that he means the process referred to in Clause 11. I agree that this is a partnership and, in fairness, the Prime Minister is very much aware of that. She met the First Ministers of Wales and Scotland very recently, and I think progress was made. More work needs to be done and is being done. We are not there yet. I think that anyone who is fair minded would acknowledge that we have made considerable progress on this but, as I say, we are not there yet.I appreciate that the noble Lord, Lord Wigley, may regard this as half a loaf—it is not everything he wants—but I am happy to talk to him between now and Report and to find answers to some of the questions put by the noble Lord, Lord Liddle, about the timing of this process. I hope that helps the noble Lord: I thank him for bringing this important issue to the House. I thank other noble Lords for their part in this. While the present team and I remain at the Wales Office, we are determined to ensure that Wales gets a fair deal. I am sure that applies to the Scottish and Northern Ireland teams in relation to Scotland and Northern Ireland. We have to ensure that all parts of the United Kingdom are taken care of in this. We do not want this to be x versus y: everybody has to be fairly dealt with. On the basis that I am happy to try to find more information for the noble Lord, Lord Wigley, and others, I hope that the noble Lord will withdraw his amendment.",(Con),male,82
Lord Wigley,"I am very grateful to all noble Lords who have taken part in this debate, which was rather longer than I expected. Perhaps I set the wrong precedent in my own speech. I thank the noble Lords, Lord Liddle, Lord Roberts of Llandudno, Lord Adonis, the noble Baroness, Lady Humphreys, of course, as well as the noble Lords, Lord Foulkes, Lord Thomas of Gresford and Lord Griffiths of Burry Port, and the Minister, for their comments. I am grateful for the acknowledgment of the importance of the issue. In response to the noble Lord, Lord Cavendish, whose interventions I followed with interest, I recognise, as we all do, that other parts of the UK have specific needs which should be addressed as well. We need a mechanism to do that. In the context of the current round of European funding, on top of the CAP, there is a particular impact on Wales, which was what I wanted to highlight.I suggest to the noble Lord, Lord Bourne, that, in the fullness of time and having thought a bit more about this and discussed it with his colleagues, the Government might be minded to bring forward a White Paper, or a publication of some sort, laying out how funding coming from Europe will be replaced. This would not be just for Wales but for other areas as well, and not just for the period from now until 2019 or 2021—whichever is the end of the transition period—but their ongoing intention after that. As the noble Lord, Lord Foulkes, said, the timing is important. I identify with the comments made about the late Lord Richard and the late Lord Crickhowell who, in their different ways, both made considerable contributions to Wales. I am sure that, if they were here today, they would be taking an active interest in these issues.The noble Lord, Lord Bourne, knows enough about the feelings in the National Assembly about European funding to realise that this is a real issue that can make a difference, not just a political football. We can certainly argue about how the money is used and how it is used in Merseyside, south Yorkshire or Cornwall, where it is used in different ways, sometimes with better results. We need the resources because we are not going to get them elsewhere. They have to be replicated somehow. The question of trust has arisen in a number of contributions. Before the noble Lord, Lord Bourne, entered the Chamber there was another issue regarding money from the Treasury—the aggregated capital funding that Wales was accumulating in the National Assembly to avoid the wastage of year-end expenditure and put it into capital projects. That money was taken back by the Treasury on the basis that we had no right to aggregate money from other headings to fund capital projects. That is the sort of breakdown of trust that we are talking about, and we have to make sure that those attitudes are not exemplified in the ongoing period.I hope that over the coming two or three weeks it will be possible to see whether a different formulation of this amendment can be tabled on Report, bringing in other parts of the United Kingdom and perhaps other parties. I invite the Front Benches of the various parties and individuals on the Cross Benches to consider whether that may be possible, and to do so with the positive intention of achieving a meaningful step forward as a result of the debates here that will help Wales and all other parts of the United Kingdom to find a way through the consequences of leaving the European Union. On that basis, I beg leave to withdraw the amendment.Amendment 355A withdrawn.House resumed.Sitting suspended.",(PC),male,83
